"","schoolname","schoolcode","sssdistrict","ssslong","ssslat"
"4447","ST. MONICA'S VOC. INST., APAM",9030501,"Twifo Hemang (Twifo Praso)",-1.55970335006714,5.57299947738647
"4448","",50501,"Sekyere West",NA,NA
"4449","",41101,"Mophor Wassa East",NA,NA
"4450","",40701,"Bibiani/Anhwiaso/ Bekwai",NA,NA
"4451","",10517,"Adentan Municipal",NA,NA
"4452","",90406,"",NA,NA
"4453","YOUNG MEN CHRISTIAN ASSOC., ACCRA     ",9010106,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"4454","EJURAMAN ANGLICAN SENIOR HIGH. SCHOOL, EJURA",50901,"Ejura/Sekyedumase (Ejura)",-1.36796534061432,7.46287393569946
"4455","",30403,"Abura/Asebu/ Kwaman",NA,NA
"4456","WA WOMEN'S TRG. CENTRE, WA        ",9100102,"Wa Municipal",-2.28503036499023,10.0306215286255
"4457","",10131,"Accra Metro",NA,NA
"4458","",20504,"",NA,NA
"4459","",30103,"Cape Coast",NA,NA
"4460","",10120,"Accra Metro",NA,NA
"4461","",30202,"Edina/Komm/ Eguafo",NA,NA
"4462","",21002,"Kwahu South",NA,NA
"4463","",40902,"Wassa West",NA,NA
"4464","",20901,"Kwahu North",NA,NA
"4465","",21005,"Kwahu South",NA,NA
"4466","",9070602,"Kpando",NA,NA
"4467","650116 - ISLAMIC SECONDARY SCHOOL, KUMASI      ",50116,"Kumasi Metro",-1.59718716144562,6.68205976486206
"4468","",50135,"Kumasi Metro",NA,NA
"4469","",80205,"Sawla/Tuna/ Kariba",NA,NA
"4470","",9050104,"KUMASI METRO",NA,NA
"4471","COLLEGE OF ART & INDUSTRY     ",50118,"Kumasi Metro",-1.59718716144562,6.68205976486206
"4472","",30505,"Gomoa",NA,NA
"4473","",10146,"Accra Metro",NA,NA
"4474","",60403,"Pru",NA,NA
"4475","",60103,"Sunyani Municipal",NA,NA
"4476","ADA TECH. INSTITUTE, ADA",9010301,"Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"4477","",9050101,"Kumasi Metro",NA,NA
"4478","",20805,"Asuogyaman",NA,NA
"4479","",30502,"Gomoa",NA,NA
"4480","",90502,"Kasena-Nankani",NA,NA
"4481","",40502,"Amenfi East",NA,NA
"4482","",10141,"Accra Metro",NA,NA
"4483","",9071001,"Hohoe",NA,NA
"4484","",9070901,"South Tongu",NA,NA
"4485","",50206,"Atwima Nwabiagya",NA,NA
"4486","",30402,"Abura/Asebu/ Kwaman",NA,NA
"4487","",70125,"Adaklu-Anyigbe",NA,NA
"4488","",30703,"Ajumako/ Enyan/Esiam",NA,NA
"4489","",100206,"Lawra",NA,NA
"4490","MADINA SNR. HIGH",10506,"Ga East (Abokobi)",-0.241145879030228,5.72114276885986
"4491","",50803,"Offinso",NA,NA
"4492","ST. JOSEPH SEMINARY/SENIOR HIGH SCH, MAMPONG",50504,"Sekyere West (Mampong)",-1.18007683753967,7.19956493377686
"4493","",9010201,"Tema",NA,NA
"4494","",61204,"Asutifi",NA,NA
"4495","",71101,"Jasikan",NA,NA
"4496","",71106,"Biakoye",NA,NA
"4497","",50311,"",NA,NA
"4498","COMBONI VOC. TECH. INST., SOGAKOPE",9070901,"South Tongu (Sogakope)",0.645589470863342,5.96053743362427
"4499","",61101,"Sene",NA,NA
"4500","",90301,"Builsa",NA,NA
"4501","",90602,"Bongo",NA,NA
"4502","",9020901,"Kwahu North",NA,NA
"4503","",9070601,"Kpando",NA,NA
"4504","",70201,"Krachi West",NA,NA
"4505","",51004,"Asante Akim North",NA,NA
"4506","KWASIBUOKROM VOC. TRG. CENTRE, JAPEKROM ",9060501,"Techiman",-1.94484198093414,7.67761468887329
"4507","",71101,"Jasikan",NA,NA
"4508","",60904,"Nkoranza",NA,NA
"4509","",30105,"Cape Coast",NA,NA
"4510","",51002,"Asante Akim North",NA,NA
"4511","",51804,"Sekyere East",NA,NA
"4512","",30907,"Agona Swedru",NA,NA
"4513","",60401,"Pru",NA,NA
"4514","920101 - KOFORIDUA TECH. INST., KOFORIDUA         ",9020101,"New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"4515","",20110,"New Juaben",NA,NA
"4516","",50502,"Sekyere West",NA,NA
"4517","",40401,"Jomoro",NA,NA
"4518","BECHEM BUSINESS COLLEGE, BECHEM",9060202,"Atebubu",-1.0652015209198,7.67559051513672
"4519","",31101,"Twifo Heman",NA,NA
"4520","",30202,"Edina/Komm/ Eguafo",NA,NA
"4521","",40703,"Bibiani/Anhwiaso/ Bekwai",NA,NA
"4522","",70123,"",NA,NA
"4523","",9030101,"Cape Coast",NA,NA
"4524","",70805,"North Tongu",NA,NA
"4525","TEMA HIGH SCHOOL, TEMA",10214,"Tema",-0.0500882156193256,5.69031476974487
"4526","",61002,"Dormaa",NA,NA
"4527","960202 - BECHEM BUSINESS COLLEGE, BECHEM       ",9060202,"Atebubu",-1.0652015209198,7.67559051513672
"4528","",30401,"Abura/Asebu/ Kwaman",NA,NA
"4529","",90403,"Talensi Nabdam",NA,NA
"4530","",9010119,"ACCRA METRO",NA,NA
"4531","",20108,"New Juaben",NA,NA
"4532","ST JOSEPH'S TECH. COMM. COLL., KUMASI",50128,"Kumasi Metro",-1.59718716144562,6.68205976486206
"4533","",10122,"Accra Metro",NA,NA
"4534","",50703,"Kwabre",NA,NA
"4535","",31204,"Assin North",NA,NA
"4536","",30504,"Gomoa",NA,NA
"4537","ASUANSI TECH. INST., ASUANSI",9030401,"Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.19708836078644,5.13000059127808
"4538","",60601,"Wenchi Municipal",NA,NA
"4539","",20801,"Asuogyaman",NA,NA
"4540","OPOKU WARE GIRLS, KUMASI",9050106,"Kumasi Metro",-1.59718716144562,6.68205976486206
"4541","",60704,"Techiman Municipal",NA,NA
"4542","",21402,"Yilo Krobo",NA,NA
"4543","",51004,"Asante Akim North",NA,NA
"4544","",40307,"Nzema East",NA,NA
"4545","",51301,"Adansi South",NA,NA
"4546","",51203,"Adansi North",NA,NA
"4547","",51702,"Bosomtwe",NA,NA
"4548","",9060502,"JAMAN NORTH",NA,NA
"4549","",61203,"Asutifi",NA,NA
"4550","",10503,"Ga South",NA,NA
"4551","",51102,"Asante Akim South",NA,NA
"4552","",90202,"Bawku West",NA,NA
"4553","",61001,"Dormaa",NA,NA
"4554","",30608,"",NA,NA
"4555","",50502,"Sekyere West",NA,NA
"4556","",70801,"North Tongu",NA,NA
"4557","",21203,"Fanteakwa",NA,NA
"4558","",9100102,"WA MUNICIPAL",NA,NA
"4559","",21103,"Kwaebibirem",NA,NA
"4560","",9010124,"LEKMA",NA,NA
"4561","",31203,"Assin South",NA,NA
"4562","",20105,"New Juaben",NA,NA
"4563","",21004,"Kwahu West Municipal",NA,NA
"4564","",30104,"Cape Coast",NA,NA
"4565","",70605,"Kpando",NA,NA
"4566","ACHIASE SENIOR HIGH SCHOOL, ACHIASE",20604,"Birim South (Akim Oda)",-0.969164490699768,5.86416721343994
"4567","",21101,"Kwaebibirem",NA,NA
"4568","",20204,"Suhum/Kraboa Coaltar",NA,NA
"4569","EP TRADES TRG. CENTRE, ALAVANYO         ",9071002,"Ketu (Denu)",1.03270864486694,6.11122751235962
"4570","",50804,"Offinso",NA,NA
"4571","",90506,"Kasena-Nankani",NA,NA
"4572","",60107,"Sunyani Municipal",NA,NA
"4573","",9021002,"Kwahu South",NA,NA
"4574","910118 - ARS TECH. INST. KOTOBABI      ",9010118,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"4575","",50304,"Amansie East",NA,NA
"4576","",30201,"Edina/Komm/ Eguafo",NA,NA
"4577","",21203,"Fanteakwa",NA,NA
"4578","ELIM SENIOR HIGH",10511,"Ga East (Abokobi)",-0.241145879030228,5.72114276885986
"4579","ALMAKTOUN ISLAMIC SNR. HIGH",80112,"Tamale",-0.784348249435425,9.38335132598877
"4580","ST. JOSEPH'S TECH. INST., KWAHU-TAFO",9021001,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"4581","SAVIEFE SENIOR HIGH/AGRIC SCHOOL      ",70118,"Ho Municipal",0.526142239570618,6.71760702133179
"4582","",30703,"Ajumako/ Enyan/Esiam",NA,NA
"4583","",70708,"Ketu North",NA,NA
"4584","DABOKPA TECH. INSTITUTE, TAMALE",9080103,"Tamale",-0.784348249435425,9.38335132598877
"4585","",10120,"Accra Metro",NA,NA
"4586","",60107,"Sunyani Municipal",NA,NA
"4587","",60702,"Techiman Municipal",NA,NA
"4588","",51101,"Asante Akim South",NA,NA
"4589","",80112,"Tamale Metro",NA,NA
"4590","",21403,"Yilo Krobo",NA,NA
"4591","LARTEBIOKOSHIE PRESBY GIRLS VO,  LARTEBIOKOSHIE",9010115,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"4592","",30302,"Mfantsiman",NA,NA
"4593","",80102,"Tamale Metro",NA,NA
"4594","",10114,"Accra Metro",NA,NA
"4595","",10513,"",NA,NA
"4596","",20401,"Akwapim North",NA,NA
"4597","",30104,"Cape Coast",NA,NA
"4598","",10504,"Ga West",NA,NA
"4599","",70114,"Ho Municipal",NA,NA
"4600","",9050102,"Kumasi Metro",NA,NA
"4601","",31003,"Upper Denkyira",NA,NA
"4602","",90103,"Garu Tempani",NA,NA
"4603","",9080703,"Bole",NA,NA
"4604","",51802,"Sekyere East",NA,NA
"4605","",60602,"Tain",NA,NA
"4606","",20606,"Birim South",NA,NA
"4607","",40111,"Shama Ahanta East",NA,NA
"4608","",21302,"East Akim",NA,NA
"4609","",9090101,"Bawku East",NA,NA
"4610","",10117,"Accra Metro",NA,NA
"4611","BOSOME SECONDARY/TECHNICAL SCH., ASIWA",50305,"Amansie East (Bekwai)",-1.37072885036469,6.38336086273193
"4612","",9070901,"South Tongu",NA,NA
"4613","",20104,"New Juaben",NA,NA
"4614","",81301,"Savelugu-Nanton",NA,NA
"4615","",51601,"Ejisu Juaben",NA,NA
"4616","",40202,"Ahanta West",NA,NA
"4617","",10119,"Accra Metro",NA,NA
"4618","921002 - ABETIFI TECH. INST., ABETIFI          ",9021002,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"4619","",71009,"Hohoe",NA,NA
"4620","",9050192,"KUMASI METRO",NA,NA
"4621","",10121,"Accra Metro",NA,NA
"4622","",51501,"Ahafo Ano South",NA,NA
"4623","",70508,"Keta",NA,NA
"4624","",9010123,"ACCRA METRO",NA,NA
"4625","",51701,"Bosomtwe/Atwima/ Kwanwoma",NA,NA
"4626","",10121,"Accra Metro",NA,NA
"4627","",80202,"West Gonja",NA,NA
"4628","",30701,"Ajumako/ Enyan/Esiam",NA,NA
"4629","",60601,"Wenchi Municipal",NA,NA
"4630","950101 - KUMASI TECH. INST., KUMASI             ",9050101,"Kumasi Metro",-1.59718716144562,6.68205976486206
"4631","",60205,"Tano North",NA,NA
"4632","",20203,"Suhum/Kraboa Coaltar",NA,NA
"4633","",9070101,"Ho West",NA,NA
"4634","",70202,"Krachi West",NA,NA
"4635","",20103,"New Juaben",NA,NA
"4636","",30406,"Abura/Asebu/ Kwaman",NA,NA
"4637","",10131,"Accra Metro",NA,NA
"4638","",30503,"Gomoa",NA,NA
"4639","",70603,"South Dayi",NA,NA
"4640","",21003,"Kwahu South",NA,NA
"4641","",80502,"Bunkrupgu-Yunguo",NA,NA
"4642","940103 - GLADMOND VOC. INSTUTITE, SEKONDI       ",9040103,"Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"4643","",70701,"Ketu",NA,NA
"4644","971001 - HAVE TECH. INST., HAVE              ",9071001,"Hohoe",0.466238558292389,7.03059482574463
"4645","",20703,"Birim North",NA,NA
"4646","",9070901,"South Tongu",NA,NA
"4647","GNTC TECH. INSTITUTE, OSU-ACCRA",9010105,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"4648","",60104,"Sunyani Municipal",NA,NA
"4649","",30606,"Awutu/Efutu/ Senya",NA,NA
"4650","",60205,"Tano North",NA,NA
"4651","",81202,"Tolon Kumbungu",NA,NA
"4652","",50605,"Afigya Sekyere",NA,NA
"4653","",61304,"Asunafo South",NA,NA
"4654","",20403,"Akwapim North",NA,NA
"4655","",51501,"Ahafo Ano South",NA,NA
"4656","",10502,"Ga East",NA,NA
"4657","",21303,"East Akim",NA,NA
"4658","",9030401,"Abura/Asebu/ Kwaman",NA,NA
"4659","",30603,"Awutu/Efutu/ Senya",NA,NA
"4660","",21002,"Kwahu South",NA,NA
"4661","",40109,"Shama Ahanta East",NA,NA
"4662","INST. OF CATERING & HOME ECOS., MAMPROBI-ACCRA",9010110,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"4663","",80105,"Tamale Metro",NA,NA
"4664","",61302,"Asunafo North",NA,NA
"4665","",50902,"Ejura/Sekyedumase",NA,NA
"4666","",60202,"Tano South",NA,NA
"4667","",81101,"Zabzugu Tatale",NA,NA
"4668","",9030301,"MFANTSIMAN",NA,NA
"4669","",21009,"Kwahu South",NA,NA
"4670","",60611,"Wenchi Municipal",NA,NA
"4671","",9000201,"Nadowli",NA,NA
"4672","",51005,"",NA,NA
"4673","",100104,"Wa West",NA,NA
"4674","AKOSOMBO INTERNATIONAL SCHOOL ",20806,"Suhum/Kraboa/Coaltar",-0.474989742040634,5.94451522827148
"4675","PIINA SENIOR HIGH SCH",100303,"Jirapa/Lambusie (Jirapa)",-2.58332252502441,10.6920347213745
"4676","",80501,"East Mamprusi",NA,NA
"4677","",80101,"Tamale Metro",NA,NA
"4678","",20804,"Asuogyaman",NA,NA
"4679","",51204,"Obuasi Municipal",NA,NA
"4680","",70802,"North Tongu",NA,NA
"4681","",71101,"Jasikan",NA,NA
"4682","",51402,"Ahafo Ano North",NA,NA
"4683","",70709,"Ketu North",NA,NA
"4684","",20805,"Asuogyaman",NA,NA
"4685","910104 - NATIONAL TECH. ENGINEERING COL. KANESHIE",9010104,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"4686","980103 - DABOKPA TECH. INSTITUTE, TAMALE        ",9080103,"Tamale",-0.784348249435425,9.38335132598877
"4687","",10405,"Dangme West",NA,NA
"4688","",20604,"Birim South",NA,NA
"4689","KOLEGE HIGH SCHOOL",10149,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"4690","SEVEN GREAT PRINCESS SENIOR HIGH SCHOOL",10145,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"4691","",51401,"Ahafo Ano North",NA,NA
"4692","",90103,"Garu Tempani",NA,NA
"4693","",20608,"Birim South",NA,NA
"4694","ESIAMA SENIOR HIGH./TECH. SCHOOL, ESIAMA",40303,"Nzema East (Axim)",-2.31180214881897,5.14122581481934
"4695","KWASIBUOKROM VOC. TRG. CENTRE, JAPEKROM",9060501,"Techiman",-1.94484198093414,7.67761468887329
"4696","",9010301,"Dangme East",NA,NA
"4697","",31003,"Upper Denkyira",NA,NA
"4698","",50157,"",NA,NA
"4699","",70108,"Adaklu-Anyigbe",NA,NA
"4700","",51203,"Adansi North",NA,NA
"4701","",80301,"East Gonja",NA,NA
"4702","910118 - ARS TECH. INST. KOTOBABI      ",9010118,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"4703","",41101,"Mophor Wassa East",NA,NA
"4704","",10115,"Accra Metro",NA,NA
"4705","",30302,"Mfantsiman",NA,NA
"4706","",70707,"Ketu-South",NA,NA
"4707","",50504,"Sekyere West",NA,NA
"4708","",40702,"Bibiani/Anhwiaso/ Bekwai",NA,NA
"4709","ADVENTIST SENIOR HIGH SCHOOL, TAMALE",80111,"Tamale",-0.784348249435425,9.38335132598877
"4710","NANDOM TECH. INST., NANDOM            ",9100201,"Nadowli",-2.42762446403503,10.362509727478
"4711","",70707,"",NA,NA
"4712","",50901,"Ejura/Sekyedumase",NA,NA
"4713","SERWAA NYARKO GIRLS' SENIOR HIGH., KUMASI",50139,"Kumasi Metro",-1.59718716144562,6.68205976486206
"4714","NCHUMURUMAN PENTECOST SENIOR HIGH. SCH, CHINDERI, KRACHI",70206,"Hohoe",0.466238558292389,7.03059482574463
"4715","TOP ACCOUNTANCY SCH. & SENIOR HIGHRETARYSHIP, ACCRA",10143,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"4716","ST. ANNE'S AENIOR HIGH",80203,"East Dagomba (Yendi)",-0.200845062732697,9.35213088989258
"4717","",80110,"Tamale Metro",NA,NA
"4718","",100402,"Sisala East",NA,NA
"4719","CITY SENIOR HIGH BUSINESS SCH., KPEHE",10125,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"4720","",60103,"Sunyani Municipal",NA,NA
"4721","",60101,"Sunyani Municipal",NA,NA
"4722","CITY EDUCATIONAL COMPLEX KSI  ",50132,"Kumasi Metro",-1.59718716144562,6.68205976486206
"4723","990101 - BAWKU TECH. INST., BAWKU             ",9090101,"Bawku East (Bawku)",-0.188137739896774,11.0363521575928
"4724","",51701,"Bosomtwe/Atwima/ Kwanwoma",NA,NA
"4725","970901- COMBONI VOC. TECH. INST., SOGAKOPE     ",9070901,"South Tongu (Sogakope)",0.645589470863342,5.96053743362427
"4726","GYASE COMM. DAY SENIOR HIGH. SCHOOL   ",31207,"Upper Denkyira (Dunkwa-On-Offin)",-1.86744821071625,5.957923412323
"4727","",40303,"Nzema East",NA,NA
"4728","",70803,"North Tongu",NA,NA
"4729","ST. PAUL TECH. SCHOOL, KUKURANTUMI          ",9021301,"East Akim (Kibi)",-0.454344213008881,6.17855787277222
"4730","",9021501,"MANYA KROBO",NA,NA
"4731","",10107,"Accra Metro",NA,NA
"4732","",20704,"Birim North",NA,NA
"4733","",20403,"Akwapim North",NA,NA
"4734","",9020501,"WEST AKIM",NA,NA
"4735","930401 - ASUANSI TECH. INST., ASUANSI           ",9030401,"Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.19708836078644,5.13000059127808
"4736","PAMPAWIE SENIOR HIGH SCHOOL",71204,"Kadjebi",0.496497511863708,7.72158908843994
"4737","",50501,"Sekyere West",NA,NA
"4738","YOUNG WOMEN'S CHRISTIAN ASSOC., ACCRA",9010114,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"4739","",80303,"East Gonja",NA,NA
"4740","",30503,"Gomoa",NA,NA
"4741","",10121,"Accra Metro",NA,NA
"4742","",9100101,"Wa Municipal",NA,NA
"4743","",20608,"Birim South",NA,NA
"4744","",20701,"Birim North",NA,NA
"4745","",9010102,"Accra Metro",NA,NA
"4746","RAMSEYER VOC. INST. KUMASI",9050107,"Kumasi Metro",-1.59718716144562,6.68205976486206
"4747","",9071003,"Hohoe",NA,NA
"4748","910102 - SACRED HEART TECH. INSTITUTE, ACCRA  ",9010102,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"4749","",30402,"Abura/Asebu/ Kwaman",NA,NA
"4750","",20704,"Birim North",NA,NA
"4751","",70703,"Ketu",NA,NA
"4752","",10145,"Accra Metro",NA,NA
"4753","ACCRA WESLEY GIRLS HIGH",10148,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"4754","",21306,"East Akim",NA,NA
"4755","PRESBY SENIOR HIGH. COMM SCHOOL, NUNGUA",10126,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"4756","PENTECOST SENIOR HIGH. SCHOOL, KOFORIDUA",20108,"New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"4757","ST JOSEPH'S TECH. COMM. COLL., KUMASI",50128,"Kumasi Metro",-1.59718716144562,6.68205976486206
"4758","",100401,"Sisala East",NA,NA
"4759","",10301,"Dangme East",NA,NA
"4760","670117 - ABUTIA COMM. SNR. SEC SCHOOL, ABUTIA-HO",70117,"Ho Municipal",0.526142239570618,6.71760702133179
"4761","",20804,"Asuogyaman",NA,NA
"4762","",21008,"Kwahu South",NA,NA
"4763","",9050101,"Kumasi Metro",NA,NA
"4764","",70705,"Ketu North",NA,NA
"4765","EP TRADES TRG. CENTRE, ALAVANYO",9071002,"Ketu (Denu)",1.03270864486694,6.11122751235962
"4766","",20409,"Akwapim North",NA,NA
"4767","",10160,"",NA,NA
"4768","NORMAL TECH. TRG. CENTRE, KOFORIDUA      ",9020103,"New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"4769","",50304,"Amansie East",NA,NA
"4770","",30406,"Abura/Asebu/ Kwaman",NA,NA
"4771","",60206,"Tano North",NA,NA
"4772","",60704,"Techiman Municipal",NA,NA
"4773","",60701,"Techiman Municipal",NA,NA
"4774","",50301,"Amansie East",NA,NA
"4775","KINGS HIGH COLLEGE, KUMASI",50121,"Kumasi Metro",-1.59718716144562,6.68205976486206
"4776","",10215,"",NA,NA
"4777","SOMANYA SENIOR HIGH/TECHNICAL. SCH, SOMANYA",21403,"Yilo Krobo (Somanya)",-0.181593209505081,6.18635511398315
"4778","ANGEL EDUC. COMPLEX SNR. HIGH",50141,"Kumasi Metro",-1.59718716144562,6.68205976486206
"4779","OUR LADY'S ADULT EDUC. CENTRE, KONONGO",9051001,"Ahafo Ano South (Mankranso)",-1.9891722202301,6.92877149581909
"4780","",40115,"",NA,NA
"4781","CORPUS CHRISTI SENIOR HIGH",10218,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"4782","",51202,"Obuasi Municipal",NA,NA
"4783","",9080103,"Tamale Metro",NA,NA
"4784","",50159,"",NA,NA
"4785","",9090401,"Bolgatanga",NA,NA
"4786","ABURAMAN SENIOR HIGH. SCHOOL, ABURA DUNKWA",30402,"Abura/Asebu/Kwamankese (Abura Dunkwa)",-1.19708836078644,5.13000059127808
"4787","",100302,"Jirapa/ Lambussie",NA,NA
"4788","",90502,"",NA,NA
"4789","",50602,"Afigya Sekyere",NA,NA
"4790","",40801,"Juaboso",NA,NA
"4791","910116 - EVANGELICAL CHURCH OF GHANA VTC, ACCRA",9010116,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"4792","",30602,"Awutu/Efutu/ Senya",NA,NA
"4793","",20105,"New Juaben",NA,NA
"4794","",20201,"Suhum/Kraboa Coaltar",NA,NA
"4795","",10301,"Dangme East",NA,NA
"4796","",51607,"",NA,NA
"4797","",10221,"Ashaiman Municipal",NA,NA
"4798","",51003,"Asante Akim North",NA,NA
"4799","",50105,"Asokore Mampong Municipal",NA,NA
"4800","",21301,"East Akim",NA,NA
"4801","",81202,"Tolon Kumbungu",NA,NA
"4802","",80110,"Tamale Metro",NA,NA
"4803","",50205,"Atwima Mponua",NA,NA
"4804","",51802,"Sekyere East",NA,NA
"4805","",21005,"Kwahu South",NA,NA
"4806","",40901,"Wassa West",NA,NA
"4807","",71203,"Kadjebi",NA,NA
"4808","",51004,"Asante Akim North",NA,NA
"4809","921201 - BEGORO PRESBY WOMEN'S VTC, BEGORO     ",9021201,"Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201
"4810","FAITH SENIOR HIGH./COMM. SCHOOL, KUMASI TAFO",50135,"Afigya Sekyere (Agona)",-1.54861426353455,7.00199604034424
"4811","",9090101,"Bawku East",NA,NA
"4812","",80502,"Bunkrupgu-Yunguo",NA,NA
"4813","",20408,"Akwapim North",NA,NA
"4814","",10142,"Accra Metro",NA,NA
"4815","",41102,"Mophor Wassa East",NA,NA
"4816","",20805,"Asuogyaman",NA,NA
"4817","",71004,"Hohoe",NA,NA
"4818","KINGS COLLEGE",50136,"Kumasi Metro",-1.59718716144562,6.68205976486206
"4819","",30202,"Edina/Komm/ Eguafo",NA,NA
"4820","",9010102,"Accra Metro",NA,NA
"4821","",9021601,"Akwapim North",NA,NA
"4822","",60801,"Kintampo North",NA,NA
"4823","",60802,"Kintampo South",NA,NA
"4824","",9051801,"Sekyere East",NA,NA
"4825","",80101,"Tamale Metro",NA,NA
"4826","DATUS SENIOR HIGH. BUSINESS COLLEGE, TEMA COMM. 7",10206,"Tema",-0.0500882156193256,5.69031476974487
"4827","",9080103,"Tamale Metro",NA,NA
"4828","",90504,"Kasena-Nankani",NA,NA
"4829","",40905,"Wassa West",NA,NA
"4830","910117 - ANGLICAN VOC. TECH. SCHOOL, TESHIE     ",9010117,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"4831","",60202,"Tano South",NA,NA
"4832","",50205,"Atwima Mponua",NA,NA
"4833","",80601,"West Mamprusi",NA,NA
"4834","",30302,"Mfantsiman",NA,NA
"4835","",60109,"Sunyani Municipal",NA,NA
"4836","",9000301,"Lawra",NA,NA
"4837","",10125,"Accra Metro",NA,NA
"4838","",30401,"Abura/Asebu/ Kwaman",NA,NA
"4839","",50114,"Kumasi Metro",NA,NA
"4840","",100302,"Jirapa/ Lambussie",NA,NA
"4841","",90503,"Kasena-Nankani",NA,NA
"4842","",20805,"Asuogyaman",NA,NA
"4843","910109 - CALVARY METH. GIRLS VOC. INST., ACCRA",9010109,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"4844","",51101,"Asante Akim South",NA,NA
"4845","UNIVERSITY TUTORIAL SENIOR HIGH",50137,"Kumasi Metro",-1.59718716144562,6.68205976486206
"4846","",50703,"Kwabre",NA,NA
"4847","",80106,"Tamale Metro",NA,NA
"4848","DANSOMAN SENIOR HIGH SCHOOL     ",10138,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"4849","S.D.A. SENIOR HIGH, TWIFO HEMAN",30907,"Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811
"4850","GHANA NATIONAL ACADEMY, KUMASI",50129,"Kumasi Metro",-1.59718716144562,6.68205976486206
"4851","",40903,"Tarkwa Nsuaem*",NA,NA
"4852","910110 - INST. OF CATERING & HOME ECOS., MAMPROBI-ACCRA",9010110,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"4853","",60403,"Pru",NA,NA
"4854","",50171,"",NA,NA
"4855","WA TECH. INST., WA",9100101,"Wa Municipal",-2.28503036499023,10.0306215286255
"4856","",21202,"Fanteakwa",NA,NA
"4857","",51003,"Asante Akim North",NA,NA
"4858","",51004,"Asante Akim North",NA,NA
"4859","",80402,"Nanumba South",NA,NA
"4860","",31204,"Assin North",NA,NA
"4861","",50203,"Atwima Nwabiagya",NA,NA
"4862","",70603,"South Dayi",NA,NA
"4863","",50150,"Asokore Mampong Municipal",NA,NA
"4864","ACCRA GIRLS VOC. INSTITUTE, ACHIMOTA",9010107,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"4865","",31104,"Lower Denkyira",NA,NA
"4866","",21301,"East Akim",NA,NA
"4867","",80111,"Tamale Metro",NA,NA
"4868","",9020901,"Kwahu North",NA,NA
"4869","",40402,"Jomoro",NA,NA
"4870","",9070602,"Kpando",NA,NA
"4871","",9080103,"Tamale Metro",NA,NA
"4872","",80103,"Tamale Metro",NA,NA
"4873","",20305,"Akwapim South",NA,NA
"4874","",30101,"Cape Coast",NA,NA
"4875","",21104,"Kwaebibirem",NA,NA
