"","schoolname","schoolcode","sssdistrict","ssslong","ssslat"
"2332","",50156,"Kumasi Metro",NA,NA
"2333","PRESBY SENIOR HIGH. COMM SCHOOL, NUNGUA",10126,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"2334","910119 - ST. FRANCIS XAVIER VOC. INST., KOTOBABI ",9010119,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"2335","",10140,"Accra Metro",NA,NA
"2336","",90403,"Talensi Nabdam",NA,NA
"2337","",50503,"Sekyere West",NA,NA
"2338","",50164,"Sekyere East",NA,NA
"2339","",31203,"Assin South",NA,NA
"2340","ACCRA TECH. TRG. CENTRE, KOKOMLEMLE",9010101,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"2341","",30503,"Gomoa",NA,NA
"2342","",10119,"Accra Metro",NA,NA
"2343","",9080103,"Tamale Metro",NA,NA
"2344","",51603,"Ejisu Juaben",NA,NA
"2345","",31207,"",NA,NA
"2346","SCH. OF DOMESTIC SCI./CATERING, ACCRA",9010108,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"2347","",51702,"Asante Akim North",NA,NA
"2348","WALEWALE SENIOR HIGH/TECHNICAL SCH, WALEWALE",80601,"West Mamprusi (Walewale)",-1.11731052398682,10.3346328735352
"2349","",90301,"Builsa",NA,NA
"2350","",51304,"",NA,NA
"2351","",51401,"Ahafo Ano North",NA,NA
"2352","WINNEBA SCHOOL OF BUSINESS, WINNEBA",30604,"Awutu/Efutu/Senya (Winneba)",-0.508638918399811,5.54489612579346
"2353","",9010301,"Dangme East",NA,NA
"2354","",21311,"East Akim",NA,NA
"2355","",51804,"Sekyere East",NA,NA
"2356","",9050101,"Kumasi Metro",NA,NA
"2357","",40201,"Ahanta West",NA,NA
"2358","ANDRE MEMORIAL SENIOR HIGH/TECHNICAL SCHOOL",10211,"Tema",-0.0500882156193256,5.69031476974487
"2359","",9060901,"Nkoranza",NA,NA
"2360","",51602,"Bosomtwe/Atwima/ Kwanwoma",NA,NA
"2361","MOTESCO, ACCRA",9010120,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"2362","ADABIE COMM. INSTITUTE, BANTAMA",50125,"Kumasi Metro",-1.59718716144562,6.68205976486206
"2363","",60604,"Tain",NA,NA
"2364","910114 - YOUNG WOMEN'S CHRISTIAN ASSOC., ACCRA",9010114,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"2365","ADIDOME SENIOR HIGH SCHOOL, ADIDOME",70801,"North Tongu (Adidome)",0.407175898551941,6.13318634033203
"2366","",9050101,"Kumasi Metro",NA,NA
"2367","",40306,"Ellembele",NA,NA
"2368","",60705,"Techiman Municipal",NA,NA
"2369","",40202,"Ahanta West",NA,NA
"2370","970501 - ANLO TECH. INST., ANLOGA             ",9070501,"Keta",0.853055775165558,5.90746402740479
"2371","",30603,"Awutu/Efutu/ Senya",NA,NA
"2372","",50150,"Asokore Mampong Municipal",NA,NA
"2373","",70709,"Ketu North",NA,NA
"2374","",20701,"Birim North",NA,NA
"2375","",81201,"Tolon Kumbungu",NA,NA
"2376","",9010101,"Accra Metro",NA,NA
"2377","",40104,"Shama Ahanta East",NA,NA
"2378","",51804,"Sekyere East",NA,NA
"2379","",20104,"New Juaben",NA,NA
"2380","",20803,"Asuogyaman",NA,NA
"2381","",10148,"Accra Metro",NA,NA
"2382","",40112,"Shama Ahanta East",NA,NA
"2383","",40703,"",NA,NA
"2384","",90507,"",NA,NA
"2385","CAMBRIDGE SENIOR HIGH",50133,"Kumasi Metro",-1.59718716144562,6.68205976486206
"2386","",21301,"East Akim",NA,NA
"2387","",10163,"",NA,NA
"2388","WOVENU SNR SEC./TECH SCHOOL   ",70706,"Keta",0.853055775165558,5.90746402740479
"2389","",21504,"Manya Krobo",NA,NA
"2390","",90403,"Talensi Nabdam",NA,NA
"2391","",9050105,"KUMASI METRO",NA,NA
"2392","EMIT ELECTRONICS, MATAHEKO    ",9010103,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"2393","",21503,"Manya Krobo",NA,NA
"2394","",9021101,"Kwaebibirem",NA,NA
"2395","900102 - WA WOMEN'S TRG. CENTRE, WA        ",9100102,"Wa Municipal",-2.28503036499023,10.0306215286255
"2396","",9030101,"Cape Coast",NA,NA
"2397","",9010115,"ACCRA METRO",NA,NA
"2398","",51607,"Ejisu Juaben",NA,NA
"2399","910301 - ADA TECH. INSTITUTE, ADA           ",9010301,"Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"2400","HARVARD COLLEGE, KOKOMLEMLE",10124,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"2401","KAJAJI SENIOR HIGH SCHOOL, KAJAJI SETT'NT TOWN",61102,"Sene (Kwame Danso)",-0.348857820034027,7.72152233123779
"2402","",20109,"New Juaben",NA,NA
"2403","",40501,"Amenfi West",NA,NA
"2404","",50144,"Kumasi Metro",NA,NA
"2405","",20301,"Akwapim South",NA,NA
"2406","ST. JOSEPH'S TECH. INST., SABOBA",9080901,"Saboba/Chereponi (Saboba)",0.166294068098068,9.91628551483154
"2407","GLADMOND VOC. INSTUTITE, SEKONDI",9040103,"Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"2408","",90501,"Kasena-Nankani",NA,NA
"2409","",81401,"Karaga",NA,NA
"2410","",20601,"Birim South",NA,NA
"2411","",100303,"Jirapa/ Lambussie",NA,NA
"2412","SOMANYA SENIOR HIGH/TECHNICAL. SCH, SOMANYA",21403,"Yilo Krobo (Somanya)",-0.181593209505081,6.18635511398315
"2413","",10109,"Accra Metro",NA,NA
"2414","",51302,"Adansi North",NA,NA
"2415","",9070901,"South Tongu",NA,NA
"2416","CATHOLIC TECH. INSTITUTE, SUNYANI",9060102,"Sunyani",-2.3274233341217,7.34467792510986
"2417","",10125,"Accra Metro",NA,NA
"2418","",41102,"Mophor Wassa East",NA,NA
"2419","SOMANYA SENIOR HIGH/TECHNICAL. SCH, SOMANYA",21403,"Yilo Krobo (Somanya)",-0.181593209505081,6.18635511398315
"2420","",51102,"Sekyere Central",NA,NA
"2421","",60503,"Jaman North",NA,NA
"2422","",9010201,"Tema",NA,NA
"2423","",9070401,"Jasikan",NA,NA
"2424","",9010118,"ACCRA METRO",NA,NA
"2425","",60104,"Sunyani Municipal",NA,NA
"2426","",9030801,"Ajumako",NA,NA
"2427","",80117,"Tamale Metro",NA,NA
"2428","980103 - DABOKPA TECH. INSTITUTE, TAMALE        ",9080103,"Tamale",-0.784348249435425,9.38335132598877
"2429","PRESBY SENIOR HIGH, KUMASI",50145,"Kumasi Metro",-1.59718716144562,6.68205976486206
"2430","",20602,"Birim South",NA,NA
"2431","SEVEN GREAT PRINCESS SENIOR HIGH SCHOOL",10145,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"2432","ABETIFI TECH. INST., ABETIFI",9021002,"Kwahu South (Mpraeso)",-0.635528683662415,6.61922645568848
"2433","",21201,"Fanteakwa",NA,NA
"2434","",70607,"South Dayi",NA,NA
"2435","",20702,"Birim North",NA,NA
"2436","",20503,"West Akim",NA,NA
"2437","",90502,"Kasena-Nankani",NA,NA
"2438","",61304,"Asunafo South",NA,NA
"2439","SOMANYA SENIOR HIGH/TECHNICAL. SCH, SOMANYA",21403,"Yilo Krobo (Somanya)",-0.181593209505081,6.18635511398315
"2440","921101 - AKWATIA TECH. INST., AKWATIA           ",9021101,"Kwaebibirem (Kade)",-0.799037277698517,6.13331890106201
"2441","",61203,"Asutifi",NA,NA
"2442","",50156,"Kumasi Metro",NA,NA
"2443","",90201,"Bawku West",NA,NA
"2444","",20608,"Birim South",NA,NA
"2445","",50144,"Kumasi Metro",NA,NA
"2446","KINGS COLLEGE",50136,"Kumasi Metro",-1.59718716144562,6.68205976486206
"2447","",61301,"Asunafo North",NA,NA
"2448","",70705,"Ketu North",NA,NA
"2449","",50104,"Kumasi Metro",NA,NA
"2450","",21305,"East Akim",NA,NA
"2451","",51602,"Bosomtwe/Atwima/ Kwanwoma",NA,NA
"2452","",81201,"Tolon Kumbungu",NA,NA
"2453","",20306,"",NA,NA
"2454","",9070901,"South Tongu",NA,NA
"2455","S.D.A. SENIOR HIGH, TWIFO HEMAN",30907,"Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811
"2456","PENTECOST SENIOR HIGH. SCHOOL, KOFORIDUA",20108,"New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"2457","",90601,"Bongo",NA,NA
"2458","COMBONI VOC. TECH. INST., SOGAKOPE",9070901,"South Tongu (Sogakope)",0.645589470863342,5.96053743362427
"2459","",100403,"Sisala West",NA,NA
"2460","",30907,"Agona Swedru",NA,NA
"2461","",50702,"Kwabre",NA,NA
"2462","",10301,"Dangme East",NA,NA
"2463","",30404,"Abura/Asebu/ Kwaman",NA,NA
"2464","",51601,"Ejisu Juaben",NA,NA
"2465","",9010124,"LEKMA",NA,NA
"2466","",9060114,"Sunyani West",NA,NA
"2467","940301 - KIKAM TECH. INST., KIKAM             ",9040301,"Nzema East (Axim)",-2.31180214881897,5.14122581481934
"2468","",40202,"Ahanta West",NA,NA
"2469","",9060101,"Sunyani Municipal",NA,NA
"2470","",80107,"Tamale Metro",NA,NA
"2471","",9050101,"Kumasi Metro",NA,NA
"2472","",20404,"Akwapim North",NA,NA
"2473","NANDOM TECH. INST., NANDOM",9100201,"Nadowli",-2.42762446403503,10.362509727478
"2474","",30602,"Awutu/Efutu/ Senya",NA,NA
"2475","",50158,"",NA,NA
"2476","",50303,"Amansie Central",NA,NA
"2477","",9040101,"Shama Ahanta East",NA,NA
"2478","",10105,"Accra Metro",NA,NA
"2479","",40402,"Jomoro",NA,NA
"2480","",60505,"Jaman South",NA,NA
"2481","",40401,"Jomoro",NA,NA
"2482","",30802,"Asikuma/Odoben/ Brakwa",NA,NA
"2483","",9010114,"ACCRA METRO",NA,NA
"2484","",9050106,"KUMASI METRO",NA,NA
"2485","",60607,"Wenchi Municipal",NA,NA
"2486","",40502,"Amenfi East",NA,NA
"2487","",100107,"Wa East",NA,NA
"2488","",80602,"West Mamprusi",NA,NA
"2489","",9030101,"Cape Coast",NA,NA
"2490","",21009,"Kwahu South",NA,NA
"2491","",21103,"Kwaebibirem",NA,NA
"2492","",20401,"Akwapim North",NA,NA
"2493","",60602,"Tain",NA,NA
"2494","NEW ABIREM/AFOSU SENIOR HIGH. SCH., NEW ABIREM",20702,"Birim North ( New Abirem)",-1.02167463302612,6.22278738021851
"2495","",61302,"Asunafo North",NA,NA
"2496","SALEM SENIOR HIGH SCHOOL, KUKU HILL",10123,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"2497","",60205,"Tano North",NA,NA
"2498","",81202,"Tolon Kumbungu",NA,NA
"2499","",20505,"",NA,NA
"2500","",50501,"Sekyere West",NA,NA
"2501","",50503,"Sekyere West",NA,NA
"2502","PANK SENIOR HIGH. BUS. COLLEGE",10131,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"2503","",10173,"",NA,NA
"2504","",61204,"Asutifi",NA,NA
"2505","",81302,"Savelugu-Nanton",NA,NA
"2506","",41002,"Aowin Suaman",NA,NA
"2507","",50601,"Afigya Sekyere",NA,NA
"2508","",70122,"Ho Municipal",NA,NA
"2509","",50302,"Amansie East",NA,NA
"2510","",9010201,"Tema",NA,NA
"2511","EREMON SEC./TECH SCHOOL, EREMON     ",100203,"Lawra",-2.80094122886658,10.5463981628418
"2512","",51202,"Obuasi Municipal",NA,NA
"2513","",30201,"Edina/Komm/ Eguafo",NA,NA
"2514","DABOKPA TECH. INSTITUTE, TAMALE",9080103,"Tamale",-0.784348249435425,9.38335132598877
"2515","",51209,"",NA,NA
"2516","RAMSEYER VOC. INST. KUMASI",9050107,"Kumasi Metro",-1.59718716144562,6.68205976486206
"2517","ST. BASILDE VOC., KALEO              ",9100501,"Sisala/Tumu (Tumu)",-1.73106586933136,10.5741777420044
"2518","",80107,"Tamale Metro",NA,NA
"2519","",9021002,"Kwahu South",NA,NA
"2520","",10128,"Accra Metro",NA,NA
"2521","NORMAL TECH. TRG. CENTRE, KOFORIDUA      ",9020103,"New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"2522","",31202,"Assin North",NA,NA
"2523","",80901,"Cherponi Saboba",NA,NA
"2524","920102 - AMEDINA SPECIAL. CATERING INST, KOFORIDUA ",9020102,"New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"2525","",50702,"Kwabre",NA,NA
"2526","",21503,"Manya Krobo",NA,NA
"2527","",30103,"Cape Coast",NA,NA
"2528","",10168,"",NA,NA
"2529","",50208,"Atwima Kwanwoma",NA,NA
"2530","",70114,"Ho Municipal",NA,NA
"2531","",90101,"Bawku East",NA,NA
"2532","",50706,"Kwabre",NA,NA
"2533","",9021501,"MANYA KROBO",NA,NA
"2534","",9050101,"Kumasi Metro",NA,NA
"2535","",9030101,"Cape Coast",NA,NA
"2536","ACCRA GIRLS VOC. INSTITUTE, ACHIMOTA",9010107,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"2537","",9030101,"Cape Coast",NA,NA
"2538","",61201,"Asutifi",NA,NA
"2539","",70607,"South Dayi",NA,NA
"2540","",61102,"Sene",NA,NA
"2541","",51208,"",NA,NA
"2542","GHANA LEBANON ISLAMIC SENIOR HIGH SCH., K. NKRUMAH CIRCLE",10141,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"2543","",21305,"East Akim",NA,NA
"2544","",60608,"Tain",NA,NA
"2545","910301 - ADA TECH. INSTITUTE, ADA           ",9010301,"Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"2546","",40803,"Juaboso",NA,NA
"2547","",50206,"Atwima Nwabiagya",NA,NA
"2548","TEMA SPECIAL CATERING VTC, TEMA",9010203,"Tema",-0.0500882156193256,5.69031476974487
"2549","",60702,"Techiman Municipal",NA,NA
"2550","",30108,"Cape Coast",NA,NA
"2551","",9060901,"Nkoranza",NA,NA
"2552","KOTOBABI TECH. INSTITUTE, KOTOBABI",9010112,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"2553","",80503,"East Mamprusi",NA,NA
"2554","TANYIGBE SENIOR HIGH. SCHOOL, TANYIGBE",70112,"Ho Municipal",0.526142239570618,6.71760702133179
"2555","",80109,"Tamale Metro",NA,NA
"2556","",61303,"Asunafo South",NA,NA
"2557","",50605,"Afigya Sekyere",NA,NA
"2558","",10116,"Accra Metro",NA,NA
"2559","",80104,"Tamale Metro",NA,NA
"2560","",50607,"Sekyere Central",NA,NA
"2561","",9010101,"Accra Metro",NA,NA
"2562","",40304,"Nzema East",NA,NA
"2563","990401 - BOLGATANGA TECH. INST., BOLGATANGA        ",9090401,"Bolgatanga",-0.880232632160187,10.7424564361572
"2564","",50701,"Kwabre",NA,NA
"2565","EVANGELICAL CHURCH OF GHANA VTC, ACCRA",9010116,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"2566","",10402,"Dangme West",NA,NA
"2567","",50105,"Asokore Mampong Municipal",NA,NA
"2568","",9030401,"Abura/Asebu/ Kwaman",NA,NA
"2569","",50153,"",NA,NA
"2570","",51201,"Adansi North",NA,NA
"2571","",60602,"Tain",NA,NA
"2572","",50504,"Sekyere West",NA,NA
"2573","",70603,"South Dayi",NA,NA
"2574","",20606,"Birim South",NA,NA
"2575","",60202,"Tano South",NA,NA
"2576","",50205,"Atwima Mponua",NA,NA
"2577","ROYAL TECHNICAL COLLEGE, NUNGUA-ACCRA",9010113,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"2578","",20113,"",NA,NA
"2579","",9071002,"Hohoe",NA,NA
"2580","",9050101,"Kumasi Metro",NA,NA
"2581","",61001,"Dormaa",NA,NA
"2582","",80402,"Nanumba South",NA,NA
"2583","",20606,"Birim South",NA,NA
"2584","",61101,"Sene",NA,NA
"2585","",30601,"Awutu/Efutu/ Senya",NA,NA
"2586","",70121,"",NA,NA
"2587","",61003,"Dormaa",NA,NA
"2588","",9080603,"West Mamprusi",NA,NA
"2589","",70803,"North Tongu",NA,NA
"2590","SAVIEFE SEC/AGRIC SCHOOL      ",70118,"Ho Municipal",0.526142239570618,6.71760702133179
"2591","",40801,"Bia",NA,NA
"2592","CATHOLIC TECH. INSTITUTE, KUMASI",9050104,"Kumasi Metro",-1.59718716144562,6.68205976486206
"2593","",30305,"Mfantsiman",NA,NA
"2594","",60109,"",NA,NA
"2595","",21503,"Manya Krobo",NA,NA
"2596","",10158,"Accra Metro",NA,NA
"2597","",20410,"Akwapim North",NA,NA
"2598","",10118,"Ga West",NA,NA
"2599","",20103,"New Juaben",NA,NA
"2600","",100401,"Sisala East",NA,NA
"2601","971001 - HAVE TECH. INST., HAVE              ",9071001,"Hohoe",0.466238558292389,7.03059482574463
"2602","",9080103,"Tamale Metro",NA,NA
"2603","ST. PETERS MISSION SENIOR HIGH",10510,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"2604","",100403,"Sisala West",NA,NA
"2605","",80301,"East Gonja",NA,NA
"2606","",31206,"Assin South",NA,NA
"2607","",9090101,"Bawku East",NA,NA
"2608","",81001,"Gushegu",NA,NA
"2609","",30501,"Gomoa",NA,NA
"2610","651402 - MABANG SECONDARY TECH. SCHOOL, MABANG ",51402,"Ahafo Ano North (Tepa)",-2.20757961273193,6.90082979202271
"2611","LARTEBIOKOSHIE PRESBY GIRLS VO, LARTEBIOKOSHIE",9010115,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"2612","",51606,"Ejisu Juaben",NA,NA
"2613","",80111,"Tamale Metro",NA,NA
"2614","",9060901,"Nkoranza",NA,NA
"2615","",10149,"Accra Metro",NA,NA
"2616","ARS TECH. INST. KOTOBABI",9010118,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"2617","",9050101,"Kumasi Metro",NA,NA
"2618","",40702,"Bibiani/Anhwiaso/ Bekwai",NA,NA
"2619","",70204,"Krachi East",NA,NA
"2620","",100104,"Wa West",NA,NA
"2621","",51206,"Adansi North",NA,NA
"2622","",21003,"Kwahu South",NA,NA
"2623","",30107,"Cape Coast",NA,NA
"2624","",70703,"Ketu",NA,NA
"2625","",10403,"Dangme West",NA,NA
"2626","",61203,"Asutifi",NA,NA
"2627","",9090401,"Bolgatanga",NA,NA
"2628","",30201,"Edina/Komm/ Eguafo",NA,NA
"2629","610141 - GHANA LEBANON ISLAMIC SEC SCH., K. NKRUMAH CIRCLE",10141,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"2630","",9010105,"ACCRA METRO",NA,NA
"2631","LARTEBIOKOSHIE PRESBY GIRLS VO, LARTEBIOKOSHIE",9010115,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"2632","",20702,"Birim North",NA,NA
"2633","",9070601,"Kpando",NA,NA
"2634","",21203,"Fanteakwa",NA,NA
"2635","",10119,"Accra Metro",NA,NA
"2636","",30506,"",NA,NA
"2637","",20301,"Akwapim South",NA,NA
"2638","",50805,"Offinso",NA,NA
"2639","",70122,"Ho Municipal",NA,NA
"2640","960201 - MARGARET BUECHNER VOC. CENTRE, DUNYAW NKWANTA ",9060201,"Atebubu",-1.0652015209198,7.67559051513672
"2641","",9050107,"KUMASI METRO",NA,NA
"2642","",21012,"Kwahu West Municipal",NA,NA
"2643","",10107,"Accra Metro",NA,NA
"2644","",51605,"Ejisu Juaben",NA,NA
"2645","",30203,"Edina/Komm/ Eguafo",NA,NA
"2646","",90503,"Kasena-Nankani",NA,NA
"2647","NEW JUABENG COLL. OF COMMERCE, KOFORIDUA",20107,"New Juaben (Koforidua)",-0.297512322664261,6.1126127243042
"2648","920301 - PRINCE BOATENG MEMORIAL VOC.  ",9020301,"Manya Krobo (Odumase-Krobo)",-0.127511590719223,6.41491651535034
"2649","",20409,"Akwapim North",NA,NA
"2650","",70603,"South Dayi",NA,NA
"2651","",40602,"Sefwi Wiawso",NA,NA
"2652","",90101,"Bawku East",NA,NA
"2653","970601 - KPANDO TECH. INST., KPANDO           ",9070601,"Kpando",0.267385125160217,6.89685153961182
"2654","",50144,"Kumasi Metro",NA,NA
"2655","940101 - TAKORADI TECH. INST., TAKORADI          ",9040101,"Shama/Ahanta/East (Sekondi/Takoradi)",-1.62365472316742,5.0811014175415
"2656","",20305,"Akwapim South",NA,NA
"2657","EVANGELICAL CHURCH OF GHANA VTC, ACCRA",9010116,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"2658","",30110,"Cape Coast",NA,NA
"2659","JITA SENIOR HIGH SCHOOL",10216,"Tema",-0.0500882156193256,5.69031476974487
"2660","KOTOBABI TECH. INSTITUTE, KOTOBABI",9010112,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"2661","",51805,"Sekyere East",NA,NA
"2662","TWENE AMANFO SENIOR HIGH/TECHNICAL SCHOOL, SUNYANI  ",60101,"Sunyani",-2.3274233341217,7.34467792510986
"2663","",9040101,"Shama Ahanta East",NA,NA
"2664","",51608,"Bosomtwe",NA,NA
"2665","",20109,"New Juaben",NA,NA
"2666","S.D.A. SENIOR HIGH, TWIFO HEMAN",30907,"Assin North (Assin Fosu)",-1.37461698055267,5.77799510955811
"2667","",60108,"Sunyani Municipal",NA,NA
"2668","",10404,"",NA,NA
"2669","621408 - SOMANYA SEC./TECH. SCHOOL",21408,"Yilo Krobo (Somanya)",-0.181593209505081,6.18635511398315
"2670","",31207,"Assin North",NA,NA
"2671","ASAMANKESE WOMEN'S VOC. TRG SCHOOL, ASAMANKESE",9020501,"East Akim (Kibi)",-0.454344213008881,6.17855787277222
"2672","",60708,"",NA,NA
"2673","",21304,"East Akim",NA,NA
"2674","",30101,"Cape Coast",NA,NA
"2675","",51204,"Obuasi Municipal",NA,NA
"2676","640504 - MANSOMAN SCEONDARY SCHOOL     ",40504,"Aowin Suaman (Enchi)",-2.78972434997559,5.78654623031616
"2677","",30701,"Ajumako/ Enyan/Esiam",NA,NA
"2678","",20201,"Suhum/Kraboa Coaltar",NA,NA
"2679","",61302,"Asunafo North",NA,NA
"2680","",9070401,"Jasikan",NA,NA
"2681","ST. FRANCIS XAVIER VOC. INST., KOTOBABI",9010119,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"2682","",40102,"Shama Ahanta East",NA,NA
"2683","",21310,"",NA,NA
"2684","",30101,"Cape Coast",NA,NA
"2685","",51301,"Adansi South",NA,NA
"2686","",9021401,"YILO KROBO",NA,NA
"2687","",9100101,"Wa Municipal",NA,NA
"2688","BANDA SENIOR HIGH SCHOOL        ",60607,"Kintampo",-1.54442632198334,8.37111854553223
"2689","",21202,"Fanteakwa",NA,NA
"2690","",40503,"Amenfi West",NA,NA
"2691","",50601,"Afigya Sekyere",NA,NA
"2692","910111 - SOCIAL ADVANCE INSTITUTE, ACCRA     ",9010111,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"2693","",21504,"Manya Krobo",NA,NA
"2694","",9021601,"Akwapim North",NA,NA
"2695","",30202,"Edina/Komm/ Eguafo",NA,NA
"2696","CITY SENIOR HIGH BUSINESS SCH., KPEHE",10125,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"2697","",10102,"Accra Metro",NA,NA
"2698","SEVEN GREAT PRINCESS SENIOR HIGH SCHOOL",10145,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"2699","971002 - EP TRADES TRG. CENTRE, ALAVANYO         ",9071002,"Ketu (Denu)",1.03270864486694,6.11122751235962
"2700","SUNYANI BUSINESS SENIOR HIGH SCHOOL, SUNYANI",60108,"Sunyani",-2.3274233341217,7.34467792510986
"2701","",100303,"Jirapa/ Lambussie",NA,NA
"2702","",21501,"Manya Krobo",NA,NA
"2703","",40702,"Bibiani/Anhwiaso/ Bekwai",NA,NA
"2704","",50163,"",NA,NA
"2705","",90506,"Kasena-Nankani",NA,NA
"2706","NATIONAL TECH. ENGINEERING COL. KANESHIE",9010104,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"2707","",40106,"Shama Ahanta East",NA,NA
"2708","",20106,"New Juaben",NA,NA
"2709","",9080703,"Bole",NA,NA
"2710","",70703,"Ketu",NA,NA
"2711","",61005,"Dormaa",NA,NA
"2712","",90101,"Bawku East",NA,NA
"2713","",71203,"Kadjebi",NA,NA
"2714","",50601,"Afigya Sekyere",NA,NA
"2715","",70201,"Krachi West",NA,NA
"2716","",20703,"Birim North",NA,NA
"2717","",20602,"Birim South",NA,NA
"2718","",9011001,"Ashaiman Municipal",NA,NA
"2719","",60703,"Techiman Municipal",NA,NA
"2720","",10146,"Accra Metro",NA,NA
"2721","",9060202,"TANO SOUTH",NA,NA
"2722","",21502,"Manya Krobo",NA,NA
"2723","",9030401,"Abura/Asebu/ Kwaman",NA,NA
"2724","",60304,"Berekum",NA,NA
"2725","",80604,"West Mamprusi",NA,NA
"2726","",80201,"West Gonja",NA,NA
"2727","",20701,"Birim North",NA,NA
"2728","",90101,"Bawku East",NA,NA
"2729","",10175,"Ga Central Municipal",NA,NA
"2730","ST. JOHN'S INTEGRATED SEC/TECH",90507,"Kassena/Nankani (Navrongo)",-1.21744096279144,10.9094228744507
"2731","",10502,"Ga East",NA,NA
"2732","ALBERT ACADEMY SCHOOL         ",10505,"Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"2733","",10114,"Accra Metro",NA,NA
"2734","",50148,"Kumasi Metro",NA,NA
"2735","",10512,"Dangme West",NA,NA
"2736","",40102,"Shama Ahanta East",NA,NA
"2737","",61301,"Asunafo North",NA,NA
"2738","",70702,"Ketu",NA,NA
"2739","",81001,"Gushegu",NA,NA
"2740","",70805,"North Tongu",NA,NA
"2741","",9030401,"Abura/Asebu/ Kwaman",NA,NA
"2742","AKOME SEC. TECH. SCHOOL, AKOME      ",70111,"Ho Municipal",0.526142239570618,6.71760702133179
"2743","",9070601,"Kpando",NA,NA
"2744","",31001,"Upper Denkyira",NA,NA
"2745","",51704,"Asante Akim North",NA,NA
"2746","650125 - ADABIE COMM. INSTITUTE, BANTAMA        ",50125,"Kumasi Metro",-1.59718716144562,6.68205976486206
"2747","",50162,"",NA,NA
"2748","",71203,"Kadjebi",NA,NA
"2749","",51201,"Adansi North",NA,NA
"2750","",71106,"Biakoye",NA,NA
"2751","",41002,"Aowin Suaman",NA,NA
"2752","",9051801,"Sekyere East",NA,NA
"2753","",30305,"Mfantsiman",NA,NA
"2754","",21302,"East Akim",NA,NA
"2755","",10154,"LEKMA",NA,NA
"2756","",40110,"Shama Ahanta East",NA,NA
"2757","",80302,"East Gonja",NA,NA
"2758","",20402,"Akwapim North",NA,NA
"2759","",51604,"Ejisu Juaben",NA,NA
"2760","",20802,"Asuogyaman",NA,NA
"2761","",20802,"Asuogyaman",NA,NA
"2762","",50902,"Ejura/Sekyedumase",NA,NA
"2763","",9081501,"Central Gonja",NA,NA
"2764","",21102,"Kwaebibirem",NA,NA
"2765","",50606,"Afigya Sekyere",NA,NA
"2766","APOSTLE SAFO SCH. OF ARTS AND SCIENCE",10146,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"2767","",10106,"Accra Metro",NA,NA
"2768","",80101,"Tamale Metro",NA,NA
"2769","",40105,"Shama Ahanta East",NA,NA
"2770","",30108,"Cape Coast",NA,NA
"2771","",30603,"Awutu/Efutu/ Senya",NA,NA
"2772","",80117,"Tamale Metro",NA,NA
"2773","",51607,"Ejisu Juaben",NA,NA
"2774","ST. JOSEPH'S TECH. INST., SABOBA",9080901,"Saboba/Chereponi (Saboba)",0.166294068098068,9.91628551483154
"2775","910103 - EMIT ELECTRONICS, MATAHEKO    ",9010103,"Accra Metropolitan",-0.197115257382393,5.6073956489563
"2776","",30607,"",NA,NA
"2777","ADA TECH. INSTITUTE, ADA",9010301,"Ga West (Amasaman)",-0.397510528564453,5.6646876335144
"2778","",60103,"Sunyani Municipal",NA,NA
"2779","",20608,"Birim South",NA,NA
"2780","",51704,"Asante Akim North",NA,NA
